,iteration,speed
424,424,[0.15999996 0.12999997 0.12       0.3       ]
425,425,[0.15999996 0.12999997 0.12       0.3       ]
426,426,[0.15999996 0.12999997 0.12       0.3       ]
427,427,[0.15999996 0.12999997 0.12       0.3       ]
428,428,[0.15999996 0.12999997 0.12       0.3       ]
429,429,[0.15999996 0.12999997 0.12       0.3       ]
430,430,[0.15999996 0.12999997 0.12       0.3       ]
431,431,[0.15999996 0.12999997 0.12       0.3       ]
432,432,[0.15999996 0.12999997 0.12       0.3       ]
433,433,[0.15999996 0.12999997 0.12       0.3       ]
434,434,[0.15999996 0.12999997 0.12       0.3       ]
435,435,[0.15999996 0.12999997 0.12       0.3       ]
436,436,[0.15999996 0.12999997 0.12       0.3       ]
437,437,[0.15999996 0.12999997 0.12       0.3       ]
438,438,[0.15999996 0.12999997 0.12       0.3       ]
439,439,[0.15999996 0.12999997 0.12       0.3       ]
440,440,[0.15999996 0.12999997 0.12       0.3       ]
441,441,[0.15999996 0.12999997 0.12       0.3       ]
442,442,[0.15999996 0.12999997 0.12       0.3       ]
443,443,[0.15999996 0.12999997 0.12       0.3       ]
444,444,[0.15999996 0.12999997 0.12       0.3       ]
445,445,[0.15999996 0.12999997 0.12       0.3       ]
446,446,[0.15999996 0.12999997 0.12       0.3       ]
447,447,[0.15999996 0.12999997 0.12       0.3       ]
448,448,[0.15999996 0.12999997 0.12       0.3       ]
449,449,[0.15999996 0.12999997 0.12       0.3       ]
450,450,[0.15999996 0.12999997 0.12       0.3       ]
451,451,[0.15999996 0.12999997 0.12       0.3       ]
452,452,[0.15999996 0.12999997 0.12       0.3       ]
453,453,[0.15999996 0.12999997 0.12       0.3       ]
454,454,[0.15999996 0.12999997 0.12       0.3       ]
455,455,[0.15999996 0.12999997 0.12       0.3       ]
456,456,[0.15999996 0.12999997 0.12       0.3       ]
457,457,[0.15999996 0.12999997 0.12       0.3       ]
458,458,[0.15999996 0.12999997 0.12       0.3       ]
459,459,[0.15999996 0.12999997 0.12       0.3       ]
460,460,[0.15999996 0.12999997 0.12       0.3       ]
461,461,[0.15999996 0.12999997 0.12       0.3       ]
462,462,[0.15999996 0.12999997 0.12       0.3       ]
463,463,[0.15999996 0.12999997 0.12       0.3       ]
464,464,[0.15999996 0.12999997 0.12       0.3       ]
465,465,[0.15999996 0.12999997 0.12       0.3       ]
466,466,[0.15999996 0.12999997 0.12       0.3       ]
467,467,[0.15999996 0.12999997 0.12       0.3       ]
468,468,[0.15999996 0.12999997 0.12       0.3       ]
469,469,[0.15999996 0.12999997 0.12       0.3       ]
470,470,[0.15999996 0.12999997 0.12       0.3       ]
471,471,[0.15999996 0.12999997 0.12       0.3       ]
472,472,[0.15999996 0.12999997 0.12       0.3       ]
473,473,[0.15999996 0.12999997 0.12       0.3       ]
474,474,[0.15999996 0.12999997 0.12       0.3       ]
475,475,[0.15999996 0.12999997 0.12       0.3       ]
476,476,[0.15999996 0.12999997 0.12       0.3       ]
477,477,[0.15999996 0.12999997 0.12       0.3       ]
478,478,[0.15999996 0.12999997 0.12       0.3       ]
479,479,[0.15999996 0.12999997 0.12       0.3       ]
480,480,[0.15999996 0.12999997 0.12       0.3       ]
481,481,[0.15999996 0.12999997 0.12       0.3       ]
482,482,[0.15999996 0.12999997 0.12       0.3       ]
483,483,[0.15999996 0.12999997 0.12       0.3       ]
484,484,[0.15999996 0.12999997 0.12       0.3       ]
